casa,fora,gols_casa,gols_fora,resultado
Canada,USA,74.0,76.0,fora
Philippines,China PR,75.0,75.0,empate
Morocco,Algeria,77.0,73.0,casa
Congo,Equatorial Guinea,73.0,69.0,casa
Guinea,Senegal,66.0,77.0,fora
Burkina Faso,Ghana,69.0,68.0,casa
Senegal,Congo,77.0,73.0,casa
Nigeria,Benin,65.0,69.0,fora
Mali,Guinea,71.0,66.0,casa
Ghana,South Africa,68.0,78.0,fora
England,Montenegro,83.0,64.0,casa
Czech Republic,Kosovo,84.0,67.0,casa
Portugal,Lithuania,85.0,73.0,casa
Turkey,Iceland,76.0,70.0,casa
France,Moldova,88.0,70.0,casa
Curaçao,Costa Rica,74.0,87.0,fora
Bulgaria,Paraguay,68.0,72.0,fora
Ecuador,Trinidad and Tobago,74.0,52.0,casa
Republic of Ireland,New Zealand,75.0,67.0,casa
Ukraine,Estonia,77.0,61.0,casa
Jordan,Australia,68.0,80.0,fora
Switzerland,Georgia,85.0,71.0,casa
Romania,Sweden,79.0,78.0,casa
Brazil,Argentina,89.0,81.0,casa
Bosnia and Herzegovina,Italy,75.0,85.0,fora
USA,Canada,76.0,74.0,casa
Colombia,Peru,80.0,72.0,casa
Hungary,Uruguay,85.0,81.0,casa
Northern Ireland,Netherlands,69.0,83.0,fora
Croatia,Slovakia,80.0,80.0,empate
Slovenia,Latvia,91.0,70.0,casa
Austria,North Macedonia,75.0,72.0,casa
Israel,Poland,70.0,86.0,fora
Russia,Belgium,80.0,88.0,fora
Kosovo,England,67.0,83.0,fora
Bulgaria,Czech Republic,68.0,84.0,fora
Serbia,Ukraine,80.0,77.0,casa
Albania,France,82.0,88.0,fora
Moldova,Iceland,70.0,70.0,empate
Lithuania,New Zealand,73.0,67.0,casa
Republic of Ireland,Denmark,75.0,83.0,fora
Spain,Romania,89.0,79.0,casa
Greece,Finland,80.0,83.0,fora
Argentina,Uruguay,81.0,81.0,empate
Equatorial Guinea,Tunisia,69.0,72.0,fora
Germany,Northern Ireland,90.0,69.0,casa
Netherlands,Estonia,83.0,61.0,casa
Wales,Hungary,75.0,85.0,fora
North Macedonia,Israel,72.0,70.0,casa
Japan,Venezuela,73.0,73.0,empate
Poland,Slovenia,86.0,91.0,fora
Latvia,Austria,70.0,75.0,fora
Cuba,USA,63.0,76.0,fora
Brazil,Korea Republic,89.0,74.0,casa
Croatia,Georgia,80.0,71.0,casa
Ecuador,Colombia,74.0,80.0,fora
Saudi Arabia,Paraguay,72.0,72.0,empate
China PR,Japan,75.0,73.0,casa
Korea Republic,China PR,74.0,75.0,fora
Korea Republic,Japan,74.0,73.0,casa
Moldova,Sweden,70.0,78.0,fora
Kosovo,Sweden,67.0,78.0,fora
Canada,Iceland,74.0,70.0,casa
USA,Costa Rica,76.0,87.0,fora
Germany,Spain,90.0,86.0,casa
Ukraine,Switzerland,76.0,86.0,fora
Russia,Serbia,80.0,81.0,fora
Turkey,Hungary,77.0,85.0,fora
Bulgaria,Republic of Ireland,66.0,75.0,fora
Finland,Wales,83.0,75.0,casa
Moldova,Kosovo,69.0,69.0,empate
Slovenia,Greece,91.0,81.0,casa
Italy,Bosnia and Herzegovina,85.0,75.0,casa
Netherlands,Poland,81.0,87.0,fora
Norway,Austria,77.0,75.0,casa
Romania,Northern Ireland,78.0,69.0,casa
Scotland,Israel,74.0,68.0,casa
Slovakia,Czech Republic,83.0,82.0,casa
Iceland,England,70.0,82.0,fora
Denmark,Belgium,84.0,89.0,fora
Portugal,Croatia,84.0,80.0,casa
Sweden,France,78.0,87.0,fora
Spain,Ukraine,86.0,76.0,casa
Switzerland,Germany,86.0,90.0,fora
Hungary,Russia,85.0,80.0,casa
Serbia,Turkey,81.0,77.0,casa
Wales,Bulgaria,75.0,66.0,casa
Republic of Ireland,Finland,75.0,83.0,fora
Slovenia,Moldova,91.0,69.0,casa
Kosovo,Greece,69.0,81.0,fora
Bosnia and Herzegovina,Poland,75.0,87.0,fora
Netherlands,Italy,81.0,85.0,fora
Northern Ireland,Norway,69.0,77.0,fora
Austria,Romania,75.0,78.0,fora
Czech Republic,Scotland,82.0,74.0,casa
Israel,Slovakia,68.0,83.0,fora
Albania,Lithuania,83.0,74.0,casa
Belgium,Iceland,89.0,70.0,casa
Denmark,England,84.0,82.0,casa
France,Croatia,87.0,80.0,casa
Sweden,Portugal,78.0,84.0,fora
Georgia,North Macedonia,76.0,71.0,casa
Austria,Greece,75.0,81.0,fora
France,Ukraine,87.0,76.0,casa
Germany,Turkey,90.0,77.0,casa
Italy,Moldova,85.0,69.0,casa
Montenegro,Latvia,65.0,70.0,fora
Netherlands,Mexico,81.0,79.0,casa
Poland,Finland,87.0,83.0,casa
Portugal,Spain,84.0,86.0,fora
Switzerland,Croatia,86.0,80.0,casa
Belgium,Côte d'Ivoire,89.0,69.0,casa
England,Wales,82.0,75.0,casa
Russia,Sweden,80.0,78.0,casa
Paraguay,Peru,72.0,73.0,fora
Uruguay,Chile,82.0,77.0,casa
Argentina,Ecuador,82.0,74.0,casa
Iceland,Romania,70.0,78.0,fora
Bulgaria,Hungary,66.0,85.0,fora
Bosnia and Herzegovina,Northern Ireland,75.0,69.0,casa
Slovakia,Republic of Ireland,83.0,75.0,casa
Scotland,Israel,74.0,68.0,casa
Norway,Serbia,77.0,81.0,fora
North Macedonia,Kosovo,71.0,69.0,casa
Burkina Faso,Congo DR,75.0,64.0,casa
Japan,Cameroon,72.0,84.0,fora
Mali,Ghana,74.0,67.0,casa
Morocco,Senegal,76.0,79.0,fora
Nigeria,Algeria,73.0,76.0,fora
Colombia,Venezuela,79.0,75.0,casa
Brazil,Bolivia,90.0,69.0,casa
Spain,Switzerland,86.0,86.0,empate
Ukraine,Germany,76.0,90.0,fora
Costa Rica,Panama,87.0,76.0,casa
Bosnia and Herzegovina,Netherlands,75.0,81.0,fora
Poland,Italy,87.0,85.0,casa
England,Belgium,82.0,89.0,fora
Iceland,Denmark,70.0,84.0,fora
Croatia,Sweden,80.0,78.0,casa
France,Portugal,87.0,84.0,casa
Norway,Romania,77.0,78.0,fora
Northern Ireland,Austria,69.0,75.0,fora
Scotland,Slovakia,74.0,83.0,fora
Israel,Czech Republic,68.0,82.0,fora
Serbia,Hungary,81.0,85.0,fora
Russia,Turkey,80.0,77.0,casa
Republic of Ireland,Wales,75.0,75.0,empate
Finland,Bulgaria,83.0,66.0,casa
Kosovo,Slovenia,69.0,91.0,fora
Greece,Moldova,81.0,69.0,casa
Germany,Switzerland,90.0,86.0,casa
Ukraine,Spain,76.0,86.0,fora
Costa Rica,Panama,87.0,76.0,casa
Japan,Côte d'Ivoire,72.0,69.0,casa
Mexico,Algeria,79.0,76.0,casa
Morocco,Congo DR,76.0,64.0,casa
Nigeria,Tunisia,73.0,58.0,casa
Bolivia,Argentina,69.0,82.0,fora
Ecuador,Uruguay,74.0,82.0,fora
Venezuela,Paraguay,75.0,72.0,casa
Peru,Brazil,73.0,90.0,fora
Chile,Colombia,77.0,79.0,fora
Italy,Netherlands,85.0,81.0,casa
Poland,Bosnia and Herzegovina,87.0,75.0,casa
Iceland,Belgium,70.0,89.0,fora
England,Denmark,82.0,84.0,fora
Portugal,Sweden,84.0,78.0,casa
Croatia,France,80.0,87.0,fora
Norway,Northern Ireland,77.0,69.0,casa
Romania,Austria,78.0,75.0,casa
Scotland,Czech Republic,74.0,82.0,fora
Slovakia,Israel,83.0,68.0,casa
Russia,Hungary,80.0,85.0,fora
Turkey,Serbia,77.0,81.0,fora
Finland,Republic of Ireland,83.0,75.0,casa
Bulgaria,Wales,66.0,75.0,fora
North Macedonia,Georgia,71.0,76.0,fora
Greece,Kosovo,81.0,69.0,casa
Moldova,Slovenia,69.0,91.0,fora
Lithuania,Albania,74.0,83.0,fora
Albania,Kosovo,83.0,69.0,casa
Belgium,Switzerland,89.0,86.0,casa
Denmark,Sweden,84.0,78.0,casa
France,Finland,87.0,83.0,casa
Germany,Czech Republic,90.0,82.0,casa
Netherlands,Spain,81.0,86.0,fora
Poland,Ukraine,87.0,76.0,casa
Turkey,Croatia,77.0,80.0,fora
Hungary,Iceland,85.0,70.0,casa
Northern Ireland,Slovakia,69.0,83.0,fora
Serbia,Scotland,81.0,74.0,casa
Georgia,North Macedonia,76.0,71.0,casa
Bosnia and Herzegovina,IR Iran,75.0,73.0,casa
England,Republic of Ireland,82.0,75.0,casa
Moldova,Russia,69.0,80.0,fora
Wales,USA,75.0,76.0,fora
Bolivia,Ecuador,69.0,74.0,fora
Argentina,Paraguay,82.0,72.0,casa
Japan,Panama,72.0,76.0,fora
Colombia,Uruguay,79.0,82.0,fora
Chile,Peru,77.0,73.0,casa
Brazil,Venezuela,90.0,75.0,casa
Portugal,France,84.0,87.0,fora
Sweden,Croatia,78.0,80.0,fora
Germany,Ukraine,90.0,76.0,casa
Switzerland,Spain,86.0,86.0,empate
Mexico,Korea Republic,79.0,75.0,casa
Saudi Arabia,Jamaica,71.0,75.0,fora
Netherlands,Bosnia and Herzegovina,81.0,75.0,casa
Italy,Poland,85.0,87.0,fora
Belgium,England,89.0,82.0,casa
Denmark,Iceland,84.0,70.0,casa
Austria,Northern Ireland,75.0,69.0,casa
Romania,Norway,78.0,77.0,casa
Slovakia,Scotland,83.0,74.0,casa
Czech Republic,Israel,82.0,68.0,casa
Turkey,Russia,77.0,80.0,fora
Hungary,Serbia,85.0,81.0,casa
Wales,Republic of Ireland,75.0,75.0,empate
Bulgaria,Finland,66.0,83.0,fora
Slovenia,Kosovo,91.0,69.0,casa
Moldova,Greece,69.0,81.0,fora
USA,Panama,76.0,76.0,empate
Croatia,Portugal,80.0,84.0,fora
France,Sweden,87.0,78.0,casa
Spain,Germany,86.0,90.0,fora
Switzerland,Ukraine,86.0,76.0,casa
Japan,Mexico,72.0,79.0,fora
Saudi Arabia,Jamaica,71.0,75.0,fora
Ecuador,Colombia,74.0,79.0,fora
Venezuela,Chile,75.0,77.0,fora
Peru,Argentina,73.0,82.0,fora
Paraguay,Bolivia,72.0,69.0,casa
Uruguay,Brazil,82.0,90.0,fora
Bosnia and Herzegovina,Italy,75.0,85.0,fora
Poland,Netherlands,87.0,81.0,casa
England,Iceland,82.0,70.0,casa
Belgium,Denmark,89.0,84.0,casa
Northern Ireland,Romania,69.0,78.0,fora
Austria,Norway,75.0,77.0,fora
Czech Republic,Slovakia,82.0,83.0,fora
Israel,Scotland,68.0,74.0,fora
Hungary,Turkey,85.0,77.0,casa
Serbia,Russia,81.0,80.0,casa
Republic of Ireland,Bulgaria,75.0,66.0,casa
Wales,Finland,75.0,83.0,fora
Kosovo,Moldova,69.0,69.0,empate
Greece,Slovenia,81.0,91.0,fora
Panama,Serbia,76.0,81.0,fora
USA,Trinidad and Tobago,76.0,52.0,casa
Kosovo,Lithuania,69.0,74.0,fora
Serbia,Republic of Ireland,81.0,75.0,casa
France,Ukraine,87.0,76.0,casa
Finland,Bosnia and Herzegovina,83.0,75.0,casa
Belgium,Wales,89.0,75.0,casa
Turkey,Netherlands,77.0,81.0,fora
Latvia,Montenegro,70.0,65.0,casa
Slovenia,Croatia,91.0,80.0,casa
Guinea,Mali,66.0,74.0,fora
Japan,Korea Republic,72.0,75.0,fora
USA,Jamaica,76.0,75.0,casa
Trinidad and Tobago,Guyana,52.0,51.0,casa
Spain,Greece,86.0,81.0,casa
Sweden,Georgia,78.0,76.0,casa
Bulgaria,Switzerland,66.0,86.0,fora
Italy,Northern Ireland,85.0,69.0,casa
Israel,Denmark,68.0,84.0,fora
Scotland,Austria,74.0,75.0,fora
Hungary,Poland,85.0,87.0,fora
Germany,Iceland,90.0,70.0,casa
Romania,North Macedonia,78.0,71.0,casa
South Africa,Ghana,73.0,67.0,casa
Comoros,Togo,70.0,58.0,casa
Chile,Bolivia,77.0,69.0,casa
Congo,Senegal,75.0,79.0,fora
Bosnia and Herzegovina,Costa Rica,75.0,87.0,fora
Wales,Mexico,75.0,79.0,fora
Serbia,Portugal,81.0,84.0,fora
Czech Republic,Belgium,82.0,89.0,fora
Netherlands,Latvia,81.0,70.0,casa
Norway,Turkey,77.0,77.0,empate
Russia,Slovenia,80.0,91.0,fora
Benin,Nigeria,70.0,73.0,fora
Northern Ireland,USA,69.0,76.0,fora
Cuba,Curaçao,65.0,75.0,fora
Georgia,Spain,76.0,86.0,fora
Kosovo,Sweden,69.0,78.0,fora
Switzerland,Lithuania,86.0,74.0,casa
Bulgaria,Italy,66.0,85.0,fora
Ukraine,Finland,76.0,83.0,fora
Denmark,Moldova,84.0,69.0,casa
Israel,Scotland,68.0,74.0,fora
Albania,England,83.0,82.0,casa
North Macedonia,Liechtenstein,71.0,63.0,casa
Romania,Germany,78.0,90.0,fora
Ecuador,Bolivia,74.0,69.0,casa
Egypt,Comoros,73.0,70.0,casa
United Arab Emirates,India,71.0,64.0,casa
Costa Rica,Mexico,87.0,79.0,casa
Wales,Czech Republic,75.0,82.0,fora
Montenegro,Norway,65.0,77.0,fora
Turkey,Latvia,77.0,70.0,casa
Slovakia,Russia,83.0,80.0,casa
Switzerland,Finland,86.0,83.0,casa
Spain,Kosovo,86.0,69.0,casa
Greece,Georgia,81.0,76.0,casa
Northern Ireland,Bulgaria,69.0,66.0,casa
Lithuania,Italy,74.0,85.0,fora
Bosnia and Herzegovina,France,75.0,87.0,fora
Austria,Denmark,75.0,84.0,fora
Moldova,Israel,69.0,68.0,casa
England,Poland,82.0,87.0,fora
Germany,North Macedonia,90.0,71.0,casa
Liechtenstein,Iceland,63.0,70.0,fora
Mexico,Iceland,79.0,70.0,casa
Sweden,Finland,78.0,83.0,fora
Switzerland,USA,86.0,76.0,casa
Turkey,Guinea,77.0,66.0,casa
North Macedonia,Slovenia,71.0,91.0,fora
Poland,Russia,87.0,80.0,casa
Slovakia,Bulgaria,83.0,66.0,casa
Bosnia and Herzegovina,Montenegro,75.0,65.0,casa
England,Austria,82.0,75.0,casa
France,Wales,87.0,75.0,casa
Germany,Denmark,90.0,84.0,casa
Netherlands,Scotland,81.0,74.0,casa
Romania,Georgia,78.0,76.0,casa
Belgium,Greece,89.0,81.0,casa
Switzerland,Liechtenstein,86.0,63.0,casa
Turkey,Moldova,77.0,69.0,casa
Ukraine,Northern Ireland,76.0,69.0,casa
Mexico,Costa Rica,79.0,87.0,fora
Bolivia,Venezuela,69.0,75.0,fora
Uruguay,Paraguay,82.0,72.0,casa
Argentina,Chile,82.0,77.0,casa
Peru,Colombia,73.0,79.0,fora
Italy,Czech Republic,85.0,82.0,casa
Nigeria,Cameroon,73.0,84.0,fora
Spain,Portugal,86.0,84.0,casa
Latvia,Lithuania,70.0,74.0,fora
Brazil,Ecuador,90.0,74.0,casa
Guinea,Togo,66.0,58.0,casa
Côte d'Ivoire,Burkina Faso,69.0,75.0,fora
Montenegro,Israel,65.0,68.0,fora
Russia,Bulgaria,80.0,66.0,casa
Tunisia,Congo DR,58.0,64.0,fora
Wales,Albania,75.0,83.0,fora
Algeria,Mali,76.0,74.0,casa
Austria,Slovakia,75.0,83.0,fora
Belgium,Croatia,89.0,80.0,casa
Denmark,Bosnia and Herzegovina,84.0,75.0,casa
England,Romania,82.0,78.0,casa
Netherlands,Georgia,81.0,76.0,casa
Norway,Greece,77.0,81.0,fora
USA,Mexico,76.0,79.0,fora
Germany,Latvia,90.0,70.0,casa
Serbia,Jamaica,81.0,75.0,casa
China PR,Philippines,73.0,73.0,empate
United Arab Emirates,Thailand,71.0,67.0,casa
Cameroon,Nigeria,84.0,73.0,casa
Czech Republic,Albania,82.0,83.0,fora
France,Bulgaria,87.0,66.0,casa
Hungary,Republic of Ireland,85.0,75.0,casa
Kosovo,Guinea,69.0,66.0,casa
Morocco,Ghana,76.0,67.0,casa
Poland,Iceland,87.0,70.0,casa
Spain,Lithuania,86.0,74.0,casa
Ecuador,Peru,74.0,73.0,casa
Colombia,Argentina,79.0,82.0,fora
Venezuela,Uruguay,75.0,82.0,fora
Paraguay,Brazil,72.0,90.0,fora
Chile,Bolivia,77.0,69.0,casa
Portugal,Israel,84.0,68.0,casa
USA,Costa Rica,76.0,87.0,fora
Japan,Serbia,72.0,81.0,fora
Congo DR,Mali,64.0,74.0,fora
Tunisia,Algeria,58.0,76.0,fora
Italy,Turkey,85.0,77.0,casa
Panama,Curaçao,76.0,75.0,casa
Ghana,Côte d'Ivoire,67.0,69.0,fora
Morocco,Burkina Faso,76.0,75.0,casa
Wales,Switzerland,75.0,86.0,fora
Denmark,Finland,84.0,83.0,casa
Russia,Belgium,80.0,89.0,fora
Austria,North Macedonia,75.0,71.0,casa
Netherlands,Ukraine,81.0,76.0,casa
England,Croatia,82.0,80.0,casa
Brazil,Venezuela,90.0,75.0,casa
Colombia,Ecuador,79.0,74.0,casa
Scotland,Czech Republic,74.0,82.0,fora
Poland,Slovakia,87.0,83.0,casa
Spain,Sweden,86.0,78.0,casa
Argentina,Chile,82.0,77.0,casa
Paraguay,Bolivia,72.0,69.0,casa
Curaçao,Panama,75.0,76.0,fora
Tunisia,Mali,58.0,74.0,fora
Hungary,Portugal,85.0,84.0,casa
Germany,France,90.0,87.0,casa
Turkey,Wales,77.0,75.0,casa
Italy,Switzerland,85.0,86.0,fora
Russia,Finland,80.0,83.0,fora
Denmark,Belgium,84.0,89.0,fora
Ukraine,North Macedonia,76.0,71.0,casa
Netherlands,Austria,81.0,75.0,casa
Colombia,Venezuela,79.0,75.0,casa
Brazil,Peru,90.0,73.0,casa
Croatia,Czech Republic,80.0,82.0,fora
England,Scotland,82.0,74.0,casa
Sweden,Slovakia,78.0,83.0,fora
Chile,Bolivia,77.0,69.0,casa
Argentina,Uruguay,82.0,82.0,empate
Spain,Poland,86.0,87.0,fora
Hungary,France,85.0,87.0,fora
Germany,Portugal,90.0,84.0,casa
Italy,Wales,85.0,75.0,casa
Switzerland,Turkey,86.0,77.0,casa
Venezuela,Ecuador,75.0,74.0,casa
Colombia,Peru,79.0,73.0,casa
Denmark,Russia,84.0,80.0,casa
Finland,Belgium,83.0,89.0,fora
Netherlands,North Macedonia,81.0,71.0,casa
Ukraine,Austria,76.0,75.0,casa
Uruguay,Chile,82.0,77.0,casa
Argentina,Paraguay,82.0,72.0,casa
Scotland,Croatia,74.0,80.0,fora
England,Czech Republic,82.0,82.0,empate
Spain,Slovakia,86.0,83.0,casa
Sweden,Poland,78.0,87.0,fora
Germany,Hungary,90.0,85.0,casa
Portugal,France,84.0,87.0,fora
Ecuador,Peru,74.0,73.0,casa
Brazil,Colombia,90.0,79.0,casa
Bolivia,Uruguay,69.0,82.0,fora
Chile,Paraguay,77.0,72.0,casa
Italy,Austria,85.0,75.0,casa
Wales,Denmark,75.0,84.0,fora
Netherlands,Czech Republic,81.0,82.0,fora
Belgium,Portugal,89.0,84.0,casa
Brazil,Ecuador,90.0,74.0,casa
Venezuela,Peru,75.0,73.0,casa
Croatia,Spain,80.0,86.0,fora
France,Switzerland,87.0,86.0,casa
Argentina,Bolivia,82.0,69.0,casa
Uruguay,Paraguay,82.0,72.0,casa
England,Germany,82.0,90.0,fora
Sweden,Ukraine,78.0,76.0,casa
Mexico,Panama,79.0,76.0,casa
Switzerland,Spain,86.0,86.0,empate
Belgium,Italy,89.0,85.0,casa
Peru,Paraguay,73.0,72.0,casa
Brazil,Chile,90.0,77.0,casa
Czech Republic,Denmark,82.0,84.0,fora
Ukraine,England,76.0,82.0,fora
Mexico,Nigeria,79.0,73.0,casa
Uruguay,Colombia,82.0,79.0,casa
Argentina,Ecuador,82.0,74.0,casa
Brazil,Peru,90.0,73.0,casa
Argentina,Colombia,82.0,79.0,casa
Italy,Spain,85.0,86.0,fora
England,Denmark,82.0,84.0,fora
Peru,Colombia,73.0,79.0,fora
Brazil,Argentina,90.0,82.0,casa
Mexico,Trinidad and Tobago,79.0,52.0,casa
England,Italy,82.0,85.0,fora
South Africa,Senegal,73.0,79.0,fora
USA,Canada,76.0,75.0,casa
Costa Rica,Jamaica,87.0,75.0,casa
Costa Rica,Canada,87.0,75.0,casa
USA,Jamaica,76.0,75.0,casa
Mexico,Canada,79.0,75.0,casa
USA,Mexico,76.0,79.0,fora
Finland,Wales,83.0,74.0,casa
Switzerland,Greece,85.0,81.0,casa
Senegal,Togo,83.0,60.0,casa
Portugal,Republic of Ireland,82.0,75.0,casa
France,Bosnia and Herzegovina,87.0,76.0,casa
Denmark,Scotland,85.0,77.0,casa
Moldova,Austria,65.0,74.0,fora
Norway,Netherlands,76.0,81.0,fora
Turkey,Montenegro,79.0,65.0,casa
Slovenia,Slovakia,91.0,81.0,casa
Russia,Croatia,80.0,82.0,fora
Australia,China PR,77.0,73.0,casa
Saudi Arabia,Vietnam,70.0,64.0,casa
Georgia,Kosovo,75.0,68.0,casa
Sweden,Spain,76.0,84.0,fora
Italy,Bulgaria,89.0,66.0,casa
Lithuania,Northern Ireland,71.0,72.0,fora
Hungary,England,85.0,83.0,casa
Poland,Albania,87.0,80.0,casa
Iceland,Romania,70.0,77.0,fora
North Macedonia,Armenia,75.0,52.0,casa
Bolivia,Colombia,70.0,79.0,fora
Ecuador,Paraguay,71.0,72.0,fora
Peru,Uruguay,74.0,80.0,fora
Venezuela,Argentina,73.0,84.0,fora
Chile,Brazil,79.0,89.0,fora
El Salvador,USA,61.0,77.0,fora
Panama,Costa Rica,75.0,88.0,fora
Mexico,Jamaica,80.0,76.0,casa
Serbia,Luxembourg,80.0,69.0,casa
Ukraine,France,75.0,87.0,fora
Scotland,Moldova,77.0,65.0,casa
Israel,Austria,70.0,74.0,fora
Latvia,Norway,65.0,76.0,fora
Netherlands,Montenegro,81.0,65.0,casa
Cyprus,Russia,64.0,80.0,fora
Slovakia,Croatia,81.0,82.0,fora
Kosovo,Greece,68.0,81.0,fora
Spain,Georgia,84.0,75.0,casa
Bulgaria,Lithuania,66.0,71.0,fora
Switzerland,Italy,85.0,89.0,fora
Belgium,Czech Republic,89.0,81.0,casa
Albania,Hungary,80.0,85.0,fora
Iceland,North Macedonia,70.0,75.0,fora
Germany,Armenia,90.0,52.0,casa
Ecuador,Chile,71.0,79.0,fora
Paraguay,Colombia,72.0,79.0,fora
Uruguay,Bolivia,80.0,70.0,casa
Peru,Venezuela,74.0,73.0,casa
Costa Rica,Mexico,88.0,80.0,casa
Jamaica,Panama,76.0,75.0,casa
USA,Canada,77.0,76.0,casa
Côte d'Ivoire,Cameroon,63.0,67.0,fora
South Africa,Ghana,71.0,74.0,fora
Benin,Congo DR,69.0,63.0,casa
Burkina Faso,Algeria,73.0,78.0,fora
Cabo Verde,Nigeria,62.0,74.0,fora
Congo,Senegal,73.0,83.0,fora
China PR,Japan,73.0,73.0,empate
Vietnam,Australia,64.0,77.0,fora
Republic of Ireland,Serbia,75.0,80.0,fora
France,Finland,87.0,83.0,casa
Austria,Scotland,74.0,77.0,fora
Denmark,Israel,85.0,70.0,casa
Montenegro,Latvia,65.0,65.0,empate
Netherlands,Turkey,81.0,79.0,casa
Croatia,Slovenia,82.0,91.0,fora
Slovakia,Cyprus,81.0,64.0,casa
Bulgaria,Georgia,66.0,75.0,fora
Czech Republic,Ukraine,81.0,75.0,casa
Kosovo,Spain,68.0,84.0,fora
Greece,Sweden,81.0,76.0,casa
Northern Ireland,Switzerland,72.0,85.0,fora
Italy,Lithuania,89.0,71.0,casa
Poland,England,87.0,83.0,casa
Iceland,Germany,70.0,90.0,fora
North Macedonia,Romania,75.0,77.0,fora
Costa Rica,Jamaica,88.0,76.0,casa
Panama,Mexico,75.0,80.0,fora
Canada,El Salvador,76.0,61.0,casa
Colombia,Chile,79.0,79.0,empate
Paraguay,Venezuela,72.0,73.0,fora
Uruguay,Ecuador,80.0,71.0,casa
Argentina,Bolivia,84.0,70.0,casa
Brazil,Peru,89.0,74.0,casa
Italy,Spain,89.0,84.0,casa
United Arab Emirates,IR Iran,70.0,73.0,fora
Saudi Arabia,Japan,70.0,73.0,fora
China PR,Vietnam,73.0,64.0,casa
USA,Jamaica,77.0,76.0,casa
El Salvador,Panama,61.0,75.0,fora
Mexico,Canada,80.0,76.0,casa
Ecuador,Bolivia,71.0,70.0,casa
Venezuela,Brazil,73.0,89.0,fora
Paraguay,Argentina,72.0,84.0,fora
Peru,Chile,74.0,79.0,fora
Uruguay,Colombia,80.0,79.0,casa
Belgium,France,89.0,87.0,casa
Czech Republic,Wales,81.0,74.0,casa
Latvia,Netherlands,65.0,81.0,fora
Turkey,Norway,79.0,76.0,casa
Cyprus,Croatia,64.0,82.0,fora
Russia,Slovakia,80.0,81.0,fora
Iceland,Armenia,70.0,52.0,casa
Germany,Romania,90.0,77.0,casa
Luxembourg,Serbia,69.0,80.0,fora
Sweden,Kosovo,76.0,68.0,casa
Georgia,Greece,75.0,81.0,fora
Lithuania,Bulgaria,71.0,66.0,casa
Switzerland,Northern Ireland,85.0,72.0,casa
Finland,Ukraine,83.0,75.0,casa
Scotland,Israel,77.0,70.0,casa
Moldova,Denmark,65.0,85.0,fora
Hungary,Albania,85.0,80.0,casa
Togo,Congo,60.0,73.0,fora
Curaçao,New Zealand,74.0,68.0,casa
Costa Rica,El Salvador,88.0,61.0,casa
Jamaica,Canada,76.0,76.0,empate
Panama,USA,75.0,77.0,fora
Bolivia,Peru,70.0,74.0,fora
Colombia,Brazil,79.0,89.0,fora
Venezuela,Ecuador,73.0,71.0,casa
Argentina,Uruguay,84.0,80.0,casa
Chile,Paraguay,79.0,72.0,casa
Italy,Belgium,89.0,89.0,empate
Spain,France,84.0,87.0,fora
Norway,Montenegro,76.0,65.0,casa
Latvia,Turkey,65.0,79.0,fora
Croatia,Slovakia,82.0,81.0,casa
Slovenia,Russia,91.0,80.0,casa
North Macedonia,Germany,75.0,90.0,fora
Romania,Armenia,77.0,52.0,casa
IR Iran,Korea Republic,73.0,75.0,fora
Japan,Australia,73.0,77.0,fora
Saudi Arabia,China PR,70.0,73.0,fora
Portugal,Luxembourg,82.0,69.0,casa
Kosovo,Georgia,68.0,75.0,fora
Sweden,Greece,76.0,81.0,fora
Bulgaria,Northern Ireland,66.0,72.0,fora
Lithuania,Switzerland,71.0,85.0,fora
Ukraine,Bosnia and Herzegovina,75.0,76.0,fora
Denmark,Austria,85.0,74.0,casa
Israel,Moldova,70.0,65.0,casa
England,Hungary,83.0,85.0,fora
Albania,Poland,80.0,87.0,fora
Congo,Togo,73.0,60.0,casa
Morocco,Guinea,82.0,69.0,casa
USA,Costa Rica,77.0,88.0,fora
Canada,Panama,76.0,75.0,casa
El Salvador,Mexico,61.0,80.0,fora
Bolivia,Paraguay,70.0,72.0,fora
Colombia,Ecuador,79.0,71.0,casa
Argentina,Peru,84.0,74.0,casa
Brazil,Uruguay,89.0,80.0,casa
Chile,Venezuela,79.0,73.0,casa
Mexico,Ecuador,80.0,71.0,casa
El Salvador,Bolivia,61.0,70.0,fora
Ukraine,Bulgaria,75.0,66.0,casa
Togo,Senegal,60.0,83.0,fora
Korea Republic,United Arab Emirates,75.0,70.0,casa
Vietnam,Japan,64.0,73.0,fora
Australia,Saudi Arabia,77.0,70.0,casa
Republic of Ireland,Portugal,75.0,82.0,fora
Georgia,Sweden,75.0,76.0,fora
Greece,Spain,81.0,84.0,fora
Russia,Cyprus,80.0,64.0,casa
Slovakia,Slovenia,81.0,91.0,fora
Armenia,North Macedonia,52.0,75.0,fora
Romania,Iceland,77.0,70.0,casa
Ecuador,Venezuela,71.0,73.0,fora
Paraguay,Chile,72.0,79.0,fora
Peru,Bolivia,74.0,70.0,casa
Brazil,Colombia,89.0,79.0,casa
Canada,Costa Rica,76.0,88.0,fora
El Salvador,Jamaica,61.0,76.0,fora
USA,Mexico,77.0,80.0,fora
Northern Ireland,Lithuania,72.0,71.0,casa
Italy,Switzerland,89.0,85.0,casa
Moldova,Scotland,65.0,77.0,fora
